Date,Close,High,Low,Open,Volume,Year,Month,Day,DayOfWeek,Quarter,Close_Scaled
2020-03-23,54.16370391845703,55.16070158535809,51.32479999006741,55.05931255400759,336752800,2020,3,23,0,1,0.0
2020-03-24,59.59770584106445,59.793242114858536,56.56084893172045,57.05813962396852,287531200,2020,3,24,1,1,0.02674057260741136
2020-03-25,59.26937484741211,62.342439670855896,58.97486234983203,60.53191383336734,303602000,2020,3,25,2,1,0.02512486490246979
2020-03-26,62.38833236694336,62.446266859922645,59.47217711965345,59.51080257065681,252087200,2020,3,26,3,1,0.04047316827046665
2020-03-27,59.80530548095703,61.767913466106,59.63873647362711,61.01473571142301,204216800,2020,3,27,4,1,0.027762164672133383
2020-03-30,61.51202392578125,61.68342202785463,60.20603013475776,60.52951361729588,167976400,2020,3,30,0,1,0.03616087875877305
2020-03-31,61.38649368286133,63.366001623216455,60.83368129501873,61.70273535835759,197002000,2020,3,31,1,1,0.03554314791821872
2020-04-01,58.15651321411133,60.04187380235648,57.726815314664734,59.505957782413006,176218400,2020,4,1,2,2,0.019648503699232933
2020-04-02,59.12695693969727,59.18006600388776,57.18848714731951,58.01891576899804,165934000,2020,4,2,3,2,0.02442403033227941
2020-04-03,58.277225494384766,59.31284498948773,57.68820030765842,58.61277624472143,129880000,2020,4,3,4,2,0.020242525479355733
2020-04-06,63.36116027832031,63.5156546468286,60.201190178307634,60.56812074968202,201820400,2020,4,6,0,2,0.045260427415603155
2020-04-07,62.6273193359375,65.5893455207901,62.52351758063344,65.3720764386448,202887200,2020,4,7,1,2,0.04164921651035147
2020-04-08,64.23021697998047,64.54403851459621,63.06182517929843,63.42633937506472,168895200,2020,4,8,2,2,0.04953703131852377
2020-04-09,64.6937255859375,65.19584902236409,63.89951332637289,64.86512738575412,161834800,2020,4,9,3,2,0.05181794430094072
2020-04-13,65.9635009765625,66.07213548949194,64.17228391165321,64.77096719479518,131022800,2020,4,13,0,2,0.05806647374787538
2020-04-14,69.29486846923828,69.58455560243435,67.12223707141726,67.59297682109842,194994800,2020,4,14,1,2,0.07446004069698708
2020-04-15,68.66239929199219,69.12106449233013,67.7450688913163,68.17235045630129,131154400,2020,4,15,2,2,0.0713476774337839
2020-04-16,69.20797729492188,69.57249897577765,68.16028687860133,69.37454631683273,157125200,2020,4,16,3,2,0.07403245164036854
2020-04-17,68.26890563964844,69.27073604048029,66.83496828577375,68.72516178272222,215250000,2020,4,17,4,2,0.06941130609440743
2020-04-20,66.85186767578125,67.99853426971617,66.83255863780644,67.09810395402242,130015200,2020,4,20,0,2,0.06243810161271546
2020-04-21,64.78544616699219,66.92911009651182,64.07571939662287,66.69494844279068,180991600,2020,4,21,1,2,0.05226929873404884
2020-04-22,66.65150451660156,67.08602784822331,65.71003238672124,66.05040482183006,116862400,2020,4,22,2,2,0.06145212006868911
2020-04-23,66.3932113647461,68.0154433517939,66.35458591659604,66.59598944224571,124814400,2020,4,23,3,2,0.0601810666389041
2020-04-24,68.3099365234375,68.31959472449138,66.86875759043463,66.91704122865521,126161200,2020,4,24,4,2,0.06961321793447195
2020-04-27,68.35823822021484,68.68895986495261,67.58091858862758,68.02750920842628,117087600,2020,4,27,0,2,0.06985090924340615
2020-04-28,67.25020599365234,69.00038194653797,67.15847882168735,68.81932926175669,112004800,2020,4,28,1,2,0.06439831341665886
2020-04-29,69.45904541015625,69.92736888191205,68.53205667132409,68.73483476728254,137280800,2020,4,29,2,2,0.07526795086551591
2020-04-30,70.92434692382812,71.10057413486881,69.60870223992275,69.99735834734561,183064000,2020,4,30,3,2,0.08247865893594863
2020-05-01,69.78250885009766,72.17964374552773,69.0051893150792,69.10174923798432,240616800,2020,5,1,4,2,0.07685970547377446
2020-05-04,70.76985931396484,70.89780288941466,69.11866006272429,69.80666159250394,133568000,2020,5,4,0,2,0.08171842969655368
2020-05-05,71.83203887939453,72.66246767070962,71.08368641004002,71.2285300116976,147751200,2020,5,5,1,2,0.08694538585078565
2020-05-06,72.57312774658203,73.2031872790944,72.14825527383692,72.53208591439893,142333600,2020,5,6,2,2,0.0905922635927911
2020-05-07,73.32392120361328,73.66913392278244,72.89663951815068,73.19839399385799,115215200,2020,5,7,3,2,0.09428689735200774
2020-05-08,75.06910705566406,75.12235986877249,73.6554956559562,73.98227394607653,133838400,2020,5,8,4,2,0.10287490848171271
2020-05-11,76.25037384033203,76.74416477518758,74.36958632362644,74.57775917368724,145946400,2020,5,11,0,2,0.10868788953582692
2020-05-12,75.37895965576172,77.38319101183461,75.25793117438776,76.93296121988755,162301200,2020,5,12,1,2,0.10439968452495174
2020-05-13,74.46882629394531,76.4779036027934,73.39409274246334,75.55808267285332,200622400,2020,5,13,2,2,0.0999209435177345
2020-05-14,74.92630767822266,74.98682191354754,72.98742921457588,73.70876155896555,158929200,2020,5,14,3,2,0.10217219670958794
2020-05-15,74.48336791992188,74.5293593473761,72.66794016355354,72.70183169409641,166348400,2020,5,15,4,2,0.09999250245547403
2020-05-18,76.23827362060547,76.61104348348049,75.11513293810333,75.80499689236754,135178400,2020,5,18,0,2,0.10862834469046762
2020-05-19,75.79771423339844,77.09997437404789,75.76624564907384,76.25519801175672,101729600,2020,5,19,1,2,0.1064603641764244
2020-05-20,77.27183532714844,77.34202651721908,76.61585573751951,76.6545857322091,111504800,2020,5,20,2,2,0.11371447315558059
2020-05-21,76.69577026367188,77.67368271832201,76.45855171857032,77.13389289033314,102688800,2020,5,21,3,2,0.11087967297039841
2020-05-22,77.18956756591797,77.27186606725144,76.3326836366315,76.43434344951643,81803200,2020,5,22,4,2,0.11330963578640701
2020-05-26,76.66670227050781,78.48454498542678,76.6110265113562,78.3054252019707,125522000,2020,5,26,1,2,0.11073663018299679
2020-05-27,77.00074005126953,77.1459757123096,75.7856167074525,76.52389490649263,112945200,2020,5,27,2,2,0.11238042082887706
2020-05-28,77.0346450805664,78.29092158030248,76.40045688271769,76.6763980387844,133560800,2020,5,28,3,2,0.11254726653680686
2020-05-29,76.95960998535156,77.736610955793,76.60378586836536,77.2767040924692,153532400,2020,5,29,4,2,0.11217802091630957
2020-06-01,77.90604400634766,78.02707250180976,76.78289602270274,76.91360886615988,80791200,2020,6,1,0,2,0.11683539645960467
2020-06-02,78.2667236328125,78.29093081458433,77.19925118352937,77.63979677599443,87642800,2020,6,2,1,2,0.11861029088858371
2020-06-03,78.69755554199219,78.95898118849432,78.01495316022684,78.58621141173712,104491200,2020,6,3,2,2,0.1207304027532996
2020-06-04,78.01980590820312,78.81859097042819,77.6470360985682,78.5208656190316,87560400,2020,6,4,3,2,0.11739521562048266
2020-06-05,80.24188232421875,80.30239656428226,78.24007392223491,78.26911957554665,137250400,2020,6,5,4,2,0.1283299919764635
2020-06-08,80.71630859375,80.75020011255444,79.2300827598663,79.93930785149966,95654400,2020,6,8,0,2,0.13066463047824312
2020-06-09,83.26517486572266,83.65730597576551,80.36533708864444,80.3968056767083,147712400,2020,6,9,1,2,0.14320753064335057
2020-06-10,85.40740203857422,85.87457033611071,83.77351707727777,84.21163971297698,166651600,2020,6,10,2,2,0.15374937109042197
2020-06-11,81.30693054199219,84.97651490391192,81.20527075656385,84.55291522831224,201662400,2020,6,11,3,2,0.13357106468924218
2020-06-12,82.00890350341797,84.18741636682982,80.90028576320306,83.44188410385023,200146000,2020,6,12,4,2,0.1370254541448938
2020-06-15,83.02312469482422,83.67425858934295,80.50331054070764,80.665491974399,138808800,2020,6,15,0,2,0.14201640847193248
2020-06-16,85.22343444824219,85.49454452238783,83.44189828296469,85.07336027406866,165428800,2020,6,16,1,2,0.15284407168553626
2020-06-17,85.10481262207031,86.02704912393895,84.98378413219785,85.96653487900272,114406400,2020,6,17,2,2,0.15226033697201397
2020-06-18,85.13871002197266,85.55504835135272,84.53114459703605,85.06125001022909,96820400,2020,6,18,3,2,0.1524271451359051
2020-06-19,84.65219116210938,86.3078604847737,83.54598867934699,85.84311508911084,264476000,2020,6,19,4,2,0.1500329993328049
2020-06-22,86.86698913574219,87.00980187063504,84.99830891368086,85.0443003318489,135445200,2020,6,22,0,2,0.16093195867587734
2020-06-23,88.72113037109375,90.13716495464834,87.68996543764521,88.10872660527849,212155600,2020,6,23,1,2,0.17005613622208682
2020-06-24,87.15503692626953,89.26819705246864,86.78226710315806,88.35079901624333,192623200,2020,6,24,2,2,0.16234943385654582
2020-06-25,88.31204986572266,88.35077986114183,86.55229863575047,87.30993801209478,137522400,2020,6,25,3,2,0.16804306241167066
2020-06-26,85.59859466552734,88.42824081207692,85.45093609470156,88.20796811592135,205256800,2020,6,26,4,2,0.15469022469994526
2020-06-29,87.57138061523438,87.66578639039905,85.02978213117639,85.5066347136651,130646000,2020,6,29,0,2,0.16439824959179306
2020-06-30,88.30238342285156,88.58801627360432,87.14051287267962,87.15987418081895,140223200,2020,6,30,1,2,0.16799549411465287
2020-07-01,88.1353759765625,88.92206127344404,88.08696900587378,88.37985592496987,110737200,2020,7,1,2,3,0.16717365510777077
2020-07-02,88.1353759765625,89.67486242954287,88.02161627129679,89.04067423366814,114041600,2020,7,2,3,3,0.16717365510777077
2020-07-06,90.49300384521484,90.9601720457748,89.52961440129422,89.56108299075036,118655600,2020,7,6,0,3,0.17877547639912272
2020-07-07,90.21219635009766,91.64759214853022,90.10085223248504,90.87059148435712,112424400,2020,7,7,1,3,0.17739363051116924
2020-07-08,92.31327056884766,92.34473915860562,91.10056271828748,91.18770707353976,117092000,2020,7,8,2,3,0.18773295841355714
2020-07-09,92.71024322509766,93.2572869587544,91.66455533300416,93.20403412942578,125642800,2020,7,9,3,3,0.1896864498345754
2020-07-10,92.87242889404295,92.93052759776585,91.69603540831204,92.30601639495104,90257200,2020,7,10,4,3,0.19048456100900651
2020-07-13,92.44397735595705,96.77921853086478,92.23096604261151,94.17468319640058,191649200,2020,7,13,0,3,0.18837616288436143
2020-07-14,93.97376251220705,94.16498216403885,90.89479813530976,91.82671138557993,170989200,2020,7,14,1,3,0.19590419316978586
2020-07-15,94.6200714111328,96.09419752364778,93.42430934647336,95.84487913129124,153198000,2020,7,15,2,3,0.19908466131916908
2020-07-16,93.45575714111328,94.31021778955152,92.85787624181572,93.49448713549184,110577600,2020,7,16,3,3,0.19335510311901988
2020-07-17,93.26698303222656,94.06092970486094,92.79496892260524,93.90601706451432,92186800,2020,7,17,4,3,0.19242615096976068
2020-07-20,95.23247528076172,95.37044953138845,93.01039399095431,93.35411815070974,90318000,2020,7,20,0,3,0.20209828376062272
2020-07-21,93.9180908203125,96.0966032362476,93.66877247263514,96.02156617732469,103433200,2020,7,21,1,3,0.19563023431947885
2020-07-22,94.18193817138672,94.86211761268852,93.53322731563136,93.620364272229,89001600,2020,7,22,2,3,0.19692861980942872
2020-07-23,89.89513397216797,93.99315739757402,89.08666444146189,93.91569738113668,197004400,2020,7,23,3,3,0.17583337535137
2020-07-24,89.67242431640625,90.01614846898383,86.31267234298356,88.09663844239333,185438800,2020,7,24,4,3,0.17473742731802622
2020-07-27,91.79768371582033,91.88966654711751,90.50994623863684,90.7326345162056,121214000,2020,7,27,0,3,0.1851957698230554
2020-07-28,90.2896728515625,91.54594911832494,90.2848269844815,91.36924487069622,103625600,2020,7,28,1,3,0.1777748902240467
2020-07-29,92.02037048339844,92.20433612820618,90.73504867705178,90.7713557419502,90329200,2020,7,29,2,3,0.18629160522428306
2020-07-30,93.13385009765624,93.23793283077006,90.7883172670131,91.1949712384762,158130000,2020,7,30,3,3,0.1917710074946536
2020-07-31,102.88390350341795,103.03397765297316,97.62157959922048,99.61613418906327,374336800,2020,7,31,4,3,0.23975074963243448
2020-08-03,105.47633361816406,108.09054616095987,104.4645371706777,104.76226254133908,308151200,2020,8,3,0,3,0.2525080262584509
2020-08-04,106.18071746826172,107.26997389606046,104.94380243901392,105.6651349105181,173071600,2020,8,4,1,3,0.2559742796303279
2020-08-05,106.56558227539062,106.8850992523654,105.43759589570148,105.90234853375506,121776800,2020,8,5,2,3,0.25786818866194816
2020-08-06,110.2835693359375,110.77736760867772,106.30899814130088,106.8971947883488,202428800,2020,8,6,3,3,0.2761642997715783
2020-08-07,107.77620697021484,110.26176460572712,106.98082882286342,109.80587577731004,198045600,2020,8,7,4,3,0.26382563917693413
2020-08-10,109.34270477294922,110.35875275642206,106.69710077257368,109.21903076531764,212403600,2020,8,10,0,3,0.2715343313765256
2020-08-11,106.0908660888672,109.10505737675729,105.83139636601508,108.60794885006548,187902400,2020,8,11,1,3,0.2555321234866985
2020-08-12,109.6167221069336,109.8737645271132,106.98566715289093,107.17965891895842,165598000,2020,8,12,2,3,0.27288276307004666
2020-08-13,111.5566635131836,112.55816241863091,110.5066629686095,110.9940770606822,210082000,2020,8,13,3,3,0.2824291608753423
2020-08-14,111.45724487304688,111.54696624880587,109.65066604650144,111.3820725095563,165565200,2020,8,14,4,3,0.28193992450719796
2020-08-17,111.1662368774414,112.60180092329254,110.54060722184435,112.57755010556632,119561600,2020,8,17,0,3,0.2805078822395185
2020-08-18,112.09256744384766,112.5169308684593,110.58425829007268,110.91890034610188,105633600,2020,8,18,1,3,0.2850663292408705
2020-08-19,112.23322296142578,113.64453639963617,112.13865437862,112.4999671955,145538000,2020,8,19,2,3,0.2857584911381239
2020-08-20,114.7236328125,114.83760501028006,112.25747159683876,112.27444791147464,126907200,2020,8,20,3,3,0.2980137288788033
2020-08-21,120.6356201171875,121.11817961837232,115.6693525872738,115.6814742972318,338054800,2020,8,21,4,3,0.3271064542820422
2020-08-24,122.07846069335938,124.91806397068724,120.2161130032418,124.83318239328597,345937600,2020,8,24,0,3,0.3342066327025772
2020-08-25,121.07695770263672,121.42130160395936,119.35768029886763,120.9532910946764,211495600,2020,8,25,1,3,0.32927826428803164
2020-08-26,122.72348022460938,123.17936898693924,121.32671591454528,122.39126546065717,163022400,2020,8,26,2,3,0.3373807559094223
2020-08-27,121.25640106201172,123.65708422717836,120.11425182681508,123.32486945527224,155552400,2020,8,27,3,3,0.3301613000779753
2020-08-28,121.05998229980467,122.64588380173387,120.8368851164902,122.2287948592591,187630000,2020,8,28,4,3,0.32919472880195055
2020-08-31,125.16541290283205,127.06656806710367,122.21669905690888,123.7492594402055,225702700,2020,8,31,0,3,0.3493974388282777
2020-09-01,130.1510772705078,130.75247109042868,126.61067882372832,128.77371625173845,151948100,2020,9,1,1,3,0.37393175477420326
2020-09-02,127.45451354980467,133.8369410345014,123.1866360174791,133.45865195686625,200119000,2020,9,2,2,3,0.36066203956413323
2020-09-03,117.25040435791016,124.97139321089942,116.88181705951084,123.09935129507484,257599600,2020,9,3,3,3,0.31044790150787005
2020-09-04,117.32801818847656,119.98574406174012,107.56038329847304,116.46474218511382,332607200,2020,9,4,4,3,0.3108298370134438
2020-09-08,109.43242645263672,115.41716207276087,109.29663073421304,110.52849400857392,231366600,2020,9,8,1,3,0.2719758492714974
2020-09-09,113.7973175048828,115.56266939432574,111.799173992742,113.7391214492864,176940500,2020,9,9,2,3,0.2934553569655286
2020-09-10,110.08231353759766,116.8818312711873,109.12204164322466,116.74603554472291,182274400,2020,9,10,3,3,0.2751739255750255
2020-09-11,108.63705444335938,111.77007275174712,106.6971070425851,111.12988655734183,180860300,2020,9,11,4,3,0.2680618456942263
2020-09-14,111.89617919921876,112.44906397434094,109.41304861625773,111.27539655347849,140150100,2020,9,14,0,3,0.2840999081410006
2020-09-15,112.07076263427734,115.26197700807842,110.1987130897774,114.77699015613864,184642000,2020,9,15,1,3,0.2849590283782999
2020-09-16,108.7631378173828,112.51693833812011,108.67584374495958,111.7700619173575,154679000,2020,9,16,2,3,0.2686822984775854
2020-09-17,107.0269012451172,108.83105303274591,105.44584667867372,106.42552224944929,178011000,2020,9,17,3,3,0.2601383265052617
2020-09-18,103.63198852539062,107.5506832359034,102.90450823656477,107.08509999522968,287104900,2020,9,18,4,3,0.2434320552579169
2020-09-21,106.77471160888672,106.88140931284494,100.0042916137138,101.40105617439414,195713800,2020,9,21,0,3,0.2588973083064271
2020-09-22,108.45275115966795,109.47122644967509,105.8823269140235,109.29663089711131,183055400,2020,9,22,1,3,0.2671548943516383
2020-09-23,103.90357208251952,108.74373815268274,103.56407541081022,108.26845317272524,150718700,2020,9,23,2,3,0.24476851040309644
2020-09-24,104.97052764892578,106.93957256285896,101.8472119646276,102.01210567459113,167743300,2020,9,24,3,3,0.2500189691255472
2020-09-25,108.90863800048828,109.0638373334494,104.43705897382922,105.17424100477152,149981400,2020,9,25,4,3,0.26939830083940586
2020-09-28,111.5081787109375,111.85736984450416,109.39363569114488,111.55668035738763,137672400,2020,9,28,0,3,0.28219056850947954
2020-09-29,110.66429138183594,111.84766043177646,110.15990833447874,111.11048577797068,99382200,2020,9,29,1,3,0.2780378223901909
2020-09-30,112.33263397216795,113.73910005377913,110.20839693905523,110.37329066576837,142675200,2020,9,30,2,3,0.2862476899622295
2020-10-01,113.28321075439452,114.18528644364022,112.35203704296524,114.10768678427674,116120400,2020,10,1,3,4,0.29092545191853225
2020-10-02,109.6264190673828,111.90586307346008,108.8504445847348,109.50032515653432,144712000,2020,10,2,4,4,0.2729304815432192
2020-10-05,113.00191497802734,113.14741248595816,110.14049605673377,110.48968711564348,106243800,2020,10,5,0,4,0.28954120321210275
2020-10-06,109.76221466064452,112.63333559022072,108.8795351442964,112.22594105943094,161498200,2020,10,6,1,4,0.27359872788782824
2020-10-07,111.62458801269533,112.08047688818796,110.70310845150664,111.17840094740608,96849000,2020,10,7,2,4,0.2827634154517824
2020-10-08,111.51786041259766,112.90492288741171,111.14926572678704,112.75942537460811,83477200,2020,10,8,3,4,0.28223821189457476
2020-10-09,113.4578094482422,113.48690747123634,111.46936067345082,111.81855175000258,100506900,2020,10,9,4,4,0.2917846472439092
2020-10-12,120.66471862792967,121.42129686008032,115.69845107798898,116.4550293101396,240226800,2020,10,12,0,4,0.32724964724559846
2020-10-13,117.46381378173828,121.62500184957032,116.05735487456656,121.50860234126792,262330500,2020,10,13,1,4,0.31149808335805296
2020-10-14,117.55110168457033,119.33584953717632,116.02824344500344,117.36680433445795,150712000,2020,10,14,2,4,0.3119276247046834
2020-10-15,117.08553314208984,117.56081821833106,114.60240265361524,115.15528740769942,112559200,2020,10,15,3,4,0.3096365748318206
2020-10-16,115.4462432861328,117.90028246955836,115.24254973816036,117.63838547908624,115393800,2020,10,16,4,4,0.301569674959106
2020-10-19,112.49754333496094,116.80422116143151,112.18715207359088,116.35803418573154,120639300,2020,10,19,0,4,0.28705920435847243
2020-10-20,113.98162078857422,115.4074834270812,112.15806534871491,112.71095010647144,124423700,2020,10,20,1,4,0.2943623083081166
2020-10-21,113.36080932617188,115.14555707254408,112.95341481857756,113.1668101796244,89946000,2020,10,21,2,4,0.2913073123360288
2020-10-22,112.2744598388672,114.49570058030427,111.14928675399084,113.92341222842757,101988000,2020,10,22,3,4,0.28596141666723307
2020-10-23,111.58576965332033,113.05043193781697,110.84858760677534,112.895232601571,82572600,2020,10,23,4,4,0.28257239138293744
2020-10-26,111.59546661376952,113.05042702646372,109.49061825916864,110.58669317293084,111850700,2020,10,26,0,4,0.28262010985610986
2020-10-27,113.09889221191406,113.75847439223642,111.10074945989756,112.0222211910892,92276800,2020,10,27,1,4,0.29001842548786694
2020-10-28,107.86107635498048,111.96406850952522,107.76408046155812,111.5954811543954,143937800,2020,10,28,2,4,0.26424327906330036
2020-10-29,111.85736083984376,113.41901900582576,108.83104039265947,108.99594153712782,146129200,2020,10,29,3,4,0.28390888407215564
2020-10-30,105.5913314819336,108.6273463236584,104.48556211975593,107.72527053869118,190272600,2020,10,30,4,4,0.25307392755359626
2020-11-02,105.5040283203125,107.35668150297612,104.09756951905206,105.83382320217856,122866900,2020,11,2,0,4,0.25264431111888863
2020-11-03,107.12390899658205,108.14237704788208,105.46525468419668,106.3673306155269,107624400,2020,11,3,1,4,0.2606156989571806
2020-11-04,111.49846649169922,112.1192490266788,108.97653651830576,110.71279021468384,138235500,2020,11,4,2,4,0.2821427749482296
2020-11-05,115.45596313476562,116.02825144019144,113.36082388514863,114.40838980980128,126387100,2020,11,5,3,4,0.30161750606439475
2020-11-06,115.32481384277344,115.82034860014043,112.8373918555085,114.96530169353449,114457900,2020,11,6,4,4,0.3009721240393466
2020-11-09,113.0219955444336,118.53123307425452,112.75965407719043,117.08348090470506,154515300,2020,11,9,0,4,0.2896400191219298
2020-11-10,112.68191528320312,114.25597883957684,110.8940807658282,112.27382528066764,138023400,2020,11,10,1,4,0.28796649359740867
2020-11-11,116.10210418701172,116.23813418126792,113.138585125769,113.86732041488948,112295000,2020,11,11,2,4,0.304797148244927
2020-11-12,115.8300552368164,117.1126291713714,115.2082016572188,116.22843412444456,103162300,2020,11,12,3,4,0.30345840291338744
2020-11-13,115.8786163330078,116.27698772427064,114.52802767720522,116.05351307902214,81581900,2020,11,13,4,4,0.303697370719637
